President,Start Date,End Date,Approving,Disapproving,Unsure/NoData
,02/25/2015,02/27/2015,42,53,5
,02/24/2015,02/26/2015,43,51,6
,02/23/2015,02/25/2015,43,52,5
,02/22/2015,02/24/2015,45,51,4
,02/21/2015,02/23/2015,45,51,4
,02/20/2015,02/22/2015,46,48,6
,02/19/2015,02/21/2015,45,50,5
,02/18/2015,02/20/2015,45,50,5
,02/17/2015,02/19/2015,44,51,5
,02/16/2015,02/18/2015,47,49,4
,02/15/2015,02/17/2015,48,48,4
,02/14/2015,02/16/2015,50,47,3
,02/13/2015,02/15/2015,49,48,3
,02/12/2015,02/14/2015,48,48,4
,02/11/2015,02/13/2015,47,49,4
,02/10/2015,02/12/2015,47,49,4
,02/09/2015,02/11/2015,46,49,5
,02/08/2015,02/10/2015,46,49,5
,02/07/2015,02/09/2015,46,49,5
,02/06/2015,02/08/2015,46,49,5
,02/05/2015,02/07/2015,45,50,5
,02/03/2015,02/06/2015,46,49,5
,02/02/2015,02/05/2015,45,50,5
,01/31/2015,02/03/2015,45,50,5
,01/30/2015,02/02/2015,46,49,5
,01/29/2015,01/31/2015,47,47,6
,01/28/2015,01/30/2015,49,46,5
,01/27/2015,01/29/2015,49,47,4
,01/26/2015,01/28/2015,47,49,4
,01/25/2015,01/27/2015,49,46,5
,01/24/2015,01/26/2015,48,46,6
,01/23/2015,01/25/2015,50,45,5
,01/22/2015,01/24/2015,48,48,4
,01/20/2015,01/23/2015,48,49,3
,01/19/2015,01/22/2015,47,49,4
,01/18/2015,01/20/2015,46,48,6
,01/17/2015,01/19/2015,45,49,6
,01/16/2015,01/18/2015,44,51,7
,01/15/2015,01/17/2015,46,50,4
,01/14/2015,01/16/2015,47,49,4
,01/13/2015,01/15/2015,48,47,5
,01/12/2015,01/14/2015,46,48,6
,01/11/2015,01/13/2015,46,48,6
,01/10/2015,01/12/2015,47,48,5
,01/09/2015,01/11/2015,46,48,6
,01/08/2015,01/10/2015,44,50,6
,01/07/2015,01/09/2015,44,50,6
,01/06/2015,01/08/2015,44,49,7
,01/05/2015,01/07/2015,46,47,7
,01/04/2015,01/06/2015,45,48,7
,01/03/2015,01/05/2015,46,48,6
,01/02/2015,01/04/2015,44,49,7
,12/30/2014,01/03/2015,46,48,6
,12/29/2014,01/02/2015,48,47,5
,12/28/2014,12/30/2014,47,48,5
,12/27/2014,12/29/2014,48,48,4
,12/26/2014,12/28/2014,45,50,5
,12/23/2014,12/27/2014,46,49,5
,12/22/2014,12/26/2014,43,51,6
,12/21/2014,12/23/2014,43,50,7
,12/20/2014,12/22/2014,44,51,5
,12/19/2014,12/21/2014,47,49,4
,12/18/2014,12/20/2014,47,49,4
,12/17/2014,12/19/2014,45,50,5
,12/16/2014,12/18/2014,43,52,5
,12/15/2014,12/17/2014,42,52,6
,12/14/2014,12/16/2014,42,52,5
,12/13/2014,12/15/2014,43,52,5
,12/12/2014,12/14/2014,44,51,5
,12/10/2014,12/13/2014,43,52,5
,12/09/2014,12/12/2014,44,51,5
,12/08/2014,12/10/2014,42,53,5
,12/07/2014,12/09/2014,44,51,5
,12/06/2014,12/08/2014,44,52,4
,12/05/2014,12/07/2014,44,51,5
,12/03/2014,12/06/2014,43,51,6
,12/02/2014,12/05/2014,41,52,7
,12/01/2014,12/03/2014,42,52,6
,11/30/2014,12/02/2014,41,53,6
,11/29/2014,12/01/2014,45,50,5
,11/28/2014,11/30/2014,45,50,5
,11/26/2014,11/29/2014,44,51,5
,11/25/2014,11/28/2014,43,53,4
,11/24/2014,11/26/2014,41,54,5
,11/23/2014,11/25/2014,44,52,4
,11/22/2014,11/24/2014,43,52,5
,11/21/2014,11/23/2014,43,52,5
,11/20/2014,11/22/2014,42,54,4
,11/19/2014,11/21/2014,41,55,4
,11/18/2014,11/20/2014,41,54,5
,11/17/2014,11/19/2014,42,53,5
,11/16/2014,11/18/2014,42,52,6
,11/15/2014,11/17/2014,43,51,6
,11/14/2014,11/16/2014,44,51,5
,11/13/2014,11/15/2014,44,51,5
,11/12/2014,11/14/2014,42,53,5
,11/11/2014,11/13/2014,42,52,6
,11/10/2014,11/12/2014,41,53,6
,11/09/2014,11/11/2014,42,52,6
,11/08/2014,11/10/2014,39,56,5
,11/07/2014,11/09/2014,40,55,5
,11/06/2014,11/08/2014,39,56,5
,11/05/2014,11/07/2014,40,55,5
,11/04/2014,11/06/2014,41,54,5
,11/03/2014,11/05/2014,41,53,6
,11/02/2014,11/04/2014,43,51,6
,11/01/2014,11/03/2014,42,53,5
,10/30/2014,11/02/2014,41,54,5
,10/29/2014,11/01/2014,40,54,6
,10/28/2014,10/30/2014,41,54,5
,10/27/2014,10/29/2014,43,52,5
,10/26/2014,10/28/2014,42,53,5
,10/25/2014,10/27/2014,42,53,5
,10/24/2014,10/26/2014,42,52,6
,10/23/2014,10/25/2014,43,52,5
,10/22/2014,10/24/2014,43,53,4
,10/21/2014,10/23/2014,42,54,4
,10/20/2014,10/22/2014,40,54,6
,10/19/2014,10/21/2014,41,54,5
,10/18/2014,10/20/2014,40,54,6
,10/17/2014,10/19/2014,40,55,5
,10/16/2014,10/18/2014,40,55,5
,10/15/2014,10/17/2014,42,53,5
,10/14/2014,10/16/2014,43,51,6
,10/13/2014,10/15/2014,42,52,6
,10/12/2014,10/14/2014,40,55,5
,10/11/2014,10/13/2014,41,54,5
,10/10/2014,10/12/2014,42,53,5
,10/09/2014,10/11/2014,42,54,4
,10/08/2014,10/10/2014,39,57,4
,10/07/2014,10/09/2014,39,56,5
,10/06/2014,10/08/2014,40,55,5
,10/05/2014,10/07/2014,44,51,5
,10/04/2014,10/06/2014,44,50,6
,10/03/2014,10/05/2014,44,50,6
,10/02/2014,10/04/2014,42,53,5
,10/01/2014,10/03/2014,41,55,4
,09/30/2014,10/02/2014,42,54,4
,09/29/2014,10/01/2014,42,54,4
,09/28/2014,09/30/2014,44,52,4
,09/27/2014,09/29/2014,43,52,5
,09/26/2014,09/28/2014,43,52,5
,09/24/2014,09/26/2014,42,53,5
,09/23/2014,09/25/2014,42,52,6
,09/22/2014,09/24/2014,42,53,5
,09/21/2014,09/23/2014,44,51,5
,09/20/2014,09/22/2014,44,51,5
,09/19/2014,09/21/2014,45,50,5
,09/18/2014,09/20/2014,42,53,5
,09/17/2014,09/19/2014,40,55,5
,09/16/2014,09/18/2014,42,53,5
,09/15/2014,09/17/2014,42,53,5
,09/14/2014,09/16/2014,43,53,4
,09/13/2014,09/15/2014,41,55,4
,09/12/2014,09/14/2014,41,54,5
,09/11/2014,09/13/2014,41,54,5
,09/10/2014,09/12/2014,40,54,6
,09/09/2014,09/11/2014,41,54,5
,09/08/2014,09/10/2014,40,54,6
,09/07/2014,09/09/2014,42,52,6
,09/06/2014,09/08/2014,42,52,6
,09/05/2014,09/07/2014,42,53,5
,09/03/2014,09/06/2014,40,53,7
,09/02/2014,09/05/2014,38,54,8
,09/01/2014,09/03/2014,38,54,8
,08/31/2014,09/02/2014,39,54,7
,08/30/2014,09/01/2014,42,52,6
,08/29/2014,08/31/2014,42,51,7
,08/28/2014,08/30/2014,42,51,7
,08/27/2014,08/29/2014,41,52,7
,08/26/2014,08/28/2014,41,53,6
,08/25/2014,08/27/2014,40,54,6
,08/24/2014,08/26/2014,41,53,6
,08/23/2014,08/25/2014,42,51,7
,08/22/2014,08/24/2014,42,51,7
,08/21/2014,08/23/2014,40,52,8
,08/20/2014,08/22/2014,41,53,6
,08/19/2014,08/21/2014,43,50,7
,08/18/2014,08/20/2014,44,50,6
,08/17/2014,08/19/2014,43,51,6
,08/16/2014,08/18/2014,42,51,7
,08/15/2014,08/17/2014,41,53,6
,08/14/2014,08/16/2014,41,53,6
,08/13/2014,08/15/2014,41,53,6
,08/12/2014,08/14/2014,42,51,7
,08/11/2014,08/13/2014,40,53,7
,08/10/2014,08/12/2014,42,53,5
,08/09/2014,08/11/2014,41,55,4
,08/08/2014,08/10/2014,43,52,5
,08/06/2014,08/08/2014,43,51,6
,08/05/2014,08/07/2014,44,50,6
,08/04/2014,08/06/2014,41,53,6
,08/03/2014,08/05/2014,41,53,6
,08/02/2014,08/04/2014,42,53,5
,08/01/2014,08/03/2014,42,53,5
,07/31/2014,08/02/2014,41,54,5
,07/30/2014,08/01/2014,42,53,5
,07/29/2014,07/31/2014,42,53,5
,07/28/2014,07/30/2014,41,54,5
,07/27/2014,07/29/2014,39,55,6
,07/26/2014,07/28/2014,40,54,6
,07/25/2014,07/27/2014,41,52,7
,07/24/2014,07/26/2014,40,52,8
,07/23/2014,07/25/2014,40,53,7
,07/22/2014,07/24/2014,39,54,7
,07/21/2014,07/23/2014,42,52,6
,07/20/2014,07/22/2014,42,51,7
,07/19/2014,07/21/2014,44,49,7
,07/18/2014,07/20/2014,44,50,6
,07/17/2014,07/19/2014,44,52,4
,07/16/2014,07/18/2014,43,53,4
,07/15/2014,07/17/2014,42,53,5
,07/14/2014,07/16/2014,42,52,6
,07/13/2014,07/15/2014,43,51,6
,07/12/2014,07/14/2014,44,51,5
,07/11/2014,07/13/2014,43,52,5
,07/10/2014,07/12/2014,42,53,5
,07/09/2014,07/11/2014,42,53,5
,07/08/2014,07/10/2014,41,55,4
,07/07/2014,07/09/2014,42,53,5
,07/06/2014,07/08/2014,42,54,4
,07/05/2014,07/07/2014,44,51,5
,07/03/2014,07/06/2014,44,52,4
,07/02/2014,07/05/2014,45,51,4
,07/01/2014,07/03/2014,43,52,5
,06/30/2014,07/02/2014,41,53,6
,06/29/2014,07/01/2014,40,54,6
,06/28/2014,06/30/2014,41,53,6
,06/27/2014,06/29/2014,42,52,6
,06/26/2014,06/28/2014,43,51,6
,06/25/2014,06/27/2014,43,51,6
,06/24/2014,06/26/2014,42,52,6
,06/23/2014,06/25/2014,42,52,6
,06/22/2014,06/24/2014,42,53,5
,06/21/2014,06/23/2014,42,53,5
,06/20/2014,06/22/2014,40,55,5
,06/19/2014,06/21/2014,41,54,5
,06/18/2014,06/20/2014,40,54,6
,06/17/2014,06/19/2014,41,54,5
,06/16/2014,06/18/2014,41,55,4
,06/15/2014,06/17/2014,41,54,5
,06/14/2014,06/16/2014,41,53,6
,06/13/2014,06/15/2014,41,53,6
,06/12/2014,06/14/2014,40,55,5
,06/11/2014,06/13/2014,41,54,5
,06/10/2014,06/12/2014,43,51,6
,06/09/2014,06/11/2014,45,49,6
,06/08/2014,06/10/2014,46,47,7
,06/07/2014,06/09/2014,44,50,6
,06/06/2014,06/08/2014,45,49,6
,06/05/2014,06/07/2014,43,51,6
,06/04/2014,06/06/2014,44,50,6
,06/02/2014,06/05/2014,43,51,6
,06/01/2014,06/04/2014,43,51,6
,05/31/2014,06/02/2014,43,52,5
,05/30/2014,06/01/2014,44,51,5
,05/29/2014,05/31/2014,44,52,4
,05/28/2014,05/30/2014,44,52,4
,05/27/2014,05/29/2014,45,51,4
,05/26/2014,05/28/2014,45,50,5
,05/25/2014,05/27/2014,45,50,5
,05/24/2014,05/26/2014,44,52,4
,05/23/2014,05/25/2014,44,52,4
,05/22/2014,05/24/2014,42,54,4
,05/21/2014,05/23/2014,44,51,5
,05/20/2014,05/22/2014,44,51,5
,05/19/2014,05/21/2014,45,49,6
,05/18/2014,05/20/2014,42,52,6
,05/17/2014,05/19/2014,42,53,5
,05/16/2014,05/18/2014,43,52,5
,05/15/2014,05/17/2014,44,51,5
,05/14/2014,05/16/2014,46,48,6
,05/13/2014,05/15/2014,44,49,7
,05/12/2014,05/14/2014,44,50,6
,05/11/2014,05/13/2014,45,49,6
,05/10/2014,05/12/2014,46,49,5
,05/09/2014,05/11/2014,44,50,6
,05/08/2014,05/10/2014,45,50,5
,05/07/2014,05/09/2014,45,50,5
,05/06/2014,05/08/2014,47,48,5
,05/05/2014,05/07/2014,44,51,5
,05/04/2014,05/06/2014,45,50,5
,05/03/2014,05/05/2014,43,52,5
,05/02/2014,05/04/2014,44,51,5
,05/01/2014,05/03/2014,42,53,5
,04/30/2014,05/02/2014,43,51,6
,04/29/2014,05/01/2014,45,49,6
,04/28/2014,04/30/2014,46,49,5
,04/27/2014,04/29/2014,43,52,5
,04/26/2014,04/28/2014,44,52,4
,04/25/2014,04/27/2014,43,52,5
,04/24/2014,04/26/2014,45,50,5
,04/23/2014,04/25/2014,44,51,5
,04/22/2014,04/24/2014,44,50,6
,04/21/2014,04/23/2014,45,49,6
,04/19/2014,04/22/2014,45,49,6
,04/18/2014,04/21/2014,46,48,6
,04/17/2014,04/19/2014,45,49,6
,04/16/2014,04/18/2014,45,49,6
,04/15/2014,04/17/2014,43,50,7
,04/14/2014,04/16/2014,42,51,7
,04/13/2014,04/15/2014,42,52,6
,04/12/2014,04/14/2014,43,51,6
,04/11/2014,04/13/2014,44,50,6
,04/10/2014,04/12/2014,43,51,6
,04/09/2014,04/11/2014,43,51,6
,04/08/2014,04/10/2014,42,52,6
,04/07/2014,04/09/2014,42,52,6
,04/06/2014,04/08/2014,44,51,5
,04/05/2014,04/07/2014,44,51,5
,04/04/2014,04/06/2014,44,52,4
,04/03/2014,04/05/2014,42,53,5
,04/02/2014,04/04/2014,43,53,4
,04/01/2014,04/03/2014,45,50,5
,03/31/2014,04/02/2014,45,50,5
,03/30/2014,04/01/2014,44,50,6
,03/29/2014,03/31/2014,44,51,5
,03/28/2014,03/30/2014,45,50,5
,03/27/2014,03/29/2014,43,52,5
,03/26/2014,03/28/2014,43,52,5
,03/25/2014,03/27/2014,40,54,6
,03/24/2014,03/26/2014,42,53,5
,03/23/2014,03/25/2014,42,52,6
,03/22/2014,03/24/2014,45,50,5
,03/21/2014,03/23/2014,44,51,5
,03/20/2014,03/22/2014,43,53,4
,03/19/2014,03/21/2014,40,55,5
,03/18/2014,03/20/2014,43,52,5
,03/17/2014,03/19/2014,45,49,6
,03/16/2014,03/18/2014,45,49,6
,03/15/2014,03/17/2014,41,52,7
,03/14/2014,03/16/2014,40,55,5
,03/13/2014,03/15/2014,40,54,6
,03/12/2014,03/14/2014,39,55,6
,03/11/2014,03/13/2014,40,54,6
,03/10/2014,03/12/2014,41,54,5
,03/09/2014,03/11/2014,43,52,5
,03/08/2014,03/10/2014,45,51,4
,03/07/2014,03/09/2014,45,51,4
,03/05/2014,03/08/2014,45,51,4
,03/04/2014,03/06/2014,42,55,3
,03/03/2014,03/05/2014,41,55,4
,03/02/2014,03/04/2014,42,54,4
,03/01/2014,03/03/2014,43,52,5
,02/28/2014,03/02/2014,42,54,4
,02/27/2014,03/01/2014,40,56,4
,02/26/2014,02/28/2014,40,56,4
,02/25/2014,02/27/2014,42,54,6
,02/24/2014,02/26/2014,42,54,4
,02/23/2014,02/25/2014,43,54,3
,02/22/2014,02/24/2014,44,53,3
,02/21/2014,02/23/2014,44,52,4
,02/20/2014,02/22/2014,44,51,5
,02/19/2014,02/21/2014,44,51,5
,02/18/2014,02/20/2014,45,50,5
,02/17/2014,02/19/2014,46,50,4
,02/16/2014,02/18/2014,44,50,6
,02/15/2014,02/17/2014,42,52,6
,02/14/2014,02/16/2014,41,53,6
,02/13/2014,02/15/2014,41,53,6
,02/12/2014,02/14/2014,40,52,8
,02/11/2014,02/13/2014,40,52,8
,02/10/2014,02/12/2014,39,51,10
,02/09/2014,02/11/2014,40,51,9
,02/08/2014,02/10/2014,42,50,8
,02/07/2014,02/09/2014,42,51,7
,02/06/2014,02/08/2014,41,51,8
,02/05/2014,02/07/2014,39,52,9
,02/03/2014,02/06/2014,40,51,9
,02/01/2014,02/05/2014,41,50,9
,01/31/2014,02/03/2014,40,51,9
,01/30/2014,02/01/2014,41,51,8
,01/29/2014,01/31/2014,42,51,7
,01/28/2014,01/30/2014,43,50,7
,01/27/2014,01/29/2014,42,49,9
,01/26/2014,01/28/2014,41,50,9
,01/25/2014,01/27/2014,41,50,9
,01/24/2014,01/26/2014,41,52,7
,01/23/2014,01/25/2014,42,51,7
,01/22/2014,01/24/2014,43,50,7
,01/21/2014,01/23/2014,43,49,8
,01/20/2014,01/22/2014,42,49,9
,01/19/2014,01/21/2014,42,49,9
,01/18/2014,01/20/2014,41,50,9
,01/17/2014,01/19/2014,40,51,9
,01/16/2014,01/18/2014,40,52,8
,01/15/2014,01/17/2014,39,53,8
,01/14/2014,01/16/2014,39,53,8
,01/13/2014,01/15/2014,39,53,8
,01/12/2014,01/14/2014,40,52,8
,01/11/2014,01/13/2014,40,53,7
,01/10/2014,01/12/2014,42,51,7
,01/09/2014,01/11/2014,43,51,6
,01/08/2014,01/10/2014,42,50,8
,01/07/2014,01/09/2014,42,50,8
,01/06/2014,01/08/2014,41,51,8
,01/05/2014,01/07/2014,41,52,7
,01/04/2014,01/06/2014,41,53,6
,01/03/2014,01/05/2014,41,53,6
,01/02/2014,01/04/2014,40,53,7
,12/29/2013,01/03/2014,40,53,7
,12/28/2013,01/02/2014,42,50,8
,12/27/2013,12/29/2013,44,49,7
,12/26/2013,12/28/2013,44,49,7
,12/23/2013,12/27/2013,42,52,6
,12/22/2013,12/26/2013,40,53,7
,12/21/2013,12/23/2013,39,54,7
,12/20/2013,12/22/2013,40,53,7
,12/19/2013,12/21/2013,40,53,7
,12/18/2013,12/20/2013,40,52,8
,12/17/2013,12/19/2013,40,52,8
,12/16/2013,12/18/2013,41,51,8
,12/15/2013,12/17/2013,42,50,8
,12/14/2013,12/16/2013,41,50,9
,12/13/2013,12/15/2013,41,50,9
,12/12/2013,12/14/2013,41,51,8
,12/11/2013,12/13/2013,41,50,9
,12/10/2013,12/12/2013,42,49,9
,12/09/2013,12/11/2013,42,49,9
,12/08/2013,12/10/2013,41,49,10
,12/07/2013,12/09/2013,40,51,9
,12/06/2013,12/08/2013,41,50,9
,12/04/2013,12/06/2013,42,51,7
,12/03/2013,12/05/2013,43,50,7
,12/02/2013,12/04/2013,42,51,7
,12/01/2013,12/03/2013,41,51,8
,11/30/2013,12/02/2013,40,53,7
,11/29/2013,12/01/2013,41,52,7
,11/27/2013,11/30/2013,42,52,6
,11/26/2013,11/29/2013,42,51,7
,11/25/2013,11/27/2013,42,52,6
,11/24/2013,11/26/2013,44,51,5
,11/23/2013,11/25/2013,42,52,6
,11/22/2013,11/24/2013,41,52,7
,11/21/2013,11/23/2013,39,53,8
,11/19/2013,11/22/2013,40,53,7
,11/18/2013,11/21/2013,39,54,7
,11/17/2013,11/19/2013,40,53,7
,11/16/2013,11/18/2013,41,53,6
,11/15/2013,11/17/2013,41,53,6
,11/14/2013,11/16/2013,41,53,6
,11/13/2013,11/15/2013,40,53,7
,11/12/2013,11/14/2013,42,52,6
,11/11/2013,11/13/2013,42,52,6
,11/10/2013,11/12/2013,42,52,6
,11/09/2013,11/11/2013,40,54,6
,11/08/2013,11/10/2013,40,54,6
,11/07/2013,11/09/2013,41,53,6
,11/06/2013,11/08/2013,42,51,7
,11/05/2013,11/07/2013,43,50,7
,11/04/2013,11/06/2013,42,51,7
,11/03/2013,11/05/2013,40,53,7
,11/02/2013,11/04/2013,39,53,8
,11/01/2013,11/03/2013,40,53,7
,10/30/2013,11/02/2013,40,53,7
,10/29/2013,11/01/2013,41,51,8
,10/28/2013,10/30/2013,41,51,8
,10/27/2013,10/29/2013,42,50,8
,10/26/2013,10/28/2013,44,49,7
,10/25/2013,10/27/2013,44,49,7
,10/24/2013,10/26/2013,44,50,6
,10/23/2013,10/25/2013,42,51,7
,10/22/2013,10/24/2013,42,52,6
,10/21/2013,10/23/2013,43,50,7
,10/20/2013,10/22/2013,43,51,6
,10/19/2013,10/21/2013,44,50,6
,10/18/2013,10/20/2013,43,51,6
,10/17/2013,10/19/2013,44,50,6
,10/16/2013,10/18/2013,42,51,7
,10/15/2013,10/17/2013,43,50,7
,10/14/2013,10/16/2013,42,52,6
,10/13/2013,10/15/2013,43,51,6
,10/12/2013,10/14/2013,42,51,7
,10/11/2013,10/13/2013,41,53,6
,10/10/2013,10/12/2013,41,53,6
,10/09/2013,10/11/2013,42,52,6
,10/08/2013,10/10/2013,43,51,6
,10/08/2013,10/10/2013,43,51,6
,10/07/2013,10/09/2013,43,50,7
,10/06/2013,10/08/2013,44,51,5
,10/05/2013,10/07/2013,46,48,6
,10/04/2013,10/06/2013,45,49,6
,10/03/2013,10/05/2013,43,49,8
,10/02/2013,10/04/2013,41,52,7
,10/01/2013,10/03/2013,41,52,7
,09/30/2013,10/02/2013,44,50,6
,09/29/2013,10/01/2013,45,48,7
,09/28/2013,09/30/2013,45,48,7
,09/27/2013,09/29/2013,44,48,8
,09/26/2013,09/28/2013,43,50,7
,09/25/2013,09/27/2013,43,50,7
,09/24/2013,09/26/2013,44,49,7
,09/23/2013,09/25/2013,47,46,7
,09/22/2013,09/24/2013,46,47,7
,09/21/2013,09/23/2013,46,47,7
,09/20/2013,09/22/2013,45,47,8
,09/19/2013,09/21/2013,47,45,8
,09/18/2013,09/20/2013,45,45,10
,09/17/2013,09/19/2013,44,47,9
,09/16/2013,09/18/2013,45,47,8
,09/15/2013,09/17/2013,45,47,8
,09/14/2013,09/16/2013,45,46,9
,09/13/2013,09/15/2013,45,45,10
,09/12/2013,09/14/2013,44,46,10
,09/11/2013,09/13/2013,44,46,10
,09/10/2013,09/12/2013,45,47,8
,09/09/2013,09/11/2013,44,47,9
,09/08/2013,09/10/2013,45,47,8
,09/07/2013,09/09/2013,43,48,9
,09/06/2013,09/08/2013,43,48,9
,09/05/2013,09/07/2013,42,48,10
,09/04/2013,09/06/2013,43,48,9
,09/03/2013,09/05/2013,43,49,8
,09/02/2013,09/04/2013,45,48,7
,09/01/2013,09/03/2013,43,49,8
,08/31/2013,09/02/2013,44,47,9
,08/30/2013,09/01/2013,43,48,9
,08/29/2013,08/31/2013,45,48,7
,08/28/2013,08/30/2013,45,47,8
,08/27/2013,08/29/2013,46,47,7
,08/26/2013,08/28/2013,45,47,8
,08/25/2013,08/27/2013,44,48,8
,08/24/2013,08/26/2013,42,49,9
,08/23/2013,08/25/2013,45,47,8
,08/22/2013,08/24/2013,47,46,7
,08/21/2013,08/23/2013,49,43,8
,08/20/2013,08/22/2013,48,44,8
,08/19/2013,08/21/2013,47,46,7
,08/18/2013,08/20/2013,46,46,8
,08/17/2013,08/19/2013,47,45,8
,08/16/2013,08/18/2013,48,43,9
,08/15/2013,08/17/2013,46,45,9
,08/14/2013,08/16/2013,46,45,9
,08/13/2013,08/15/2013,45,47,8
,08/12/2013,08/14/2013,46,47,7
,08/11/2013,08/13/2013,46,47,7
,08/10/2013,08/12/2013,46,47,7
,08/09/2013,08/11/2013,44,49,7
,08/08/2013,08/10/2013,42,50,8
,08/07/2013,08/09/2013,41,50,9
,08/06/2013,08/08/2013,44,46,10
,08/05/2013,08/07/2013,45,46,9
,08/04/2013,08/06/2013,46,45,9
,08/03/2013,08/05/2013,44,47,9
,08/02/2013,08/04/2013,44,48,8
,08/01/2013,08/03/2013,44,48,8
,07/31/2013,08/02/2013,45,48,7
,07/30/2013,08/01/2013,44,49,7
,07/29/2013,07/31/2013,45,48,7
,07/28/2013,07/30/2013,46,47,7
,07/27/2013,07/29/2013,46,46,8
,07/26/2013,07/28/2013,45,47,8
,07/25/2013,07/27/2013,46,47,7
,07/24/2013,07/26/2013,46,47,7
,07/23/2013,07/25/2013,47,46,7
,07/22/2013,07/24/2013,45,47,8
,07/21/2013,07/23/2013,46,46,8
,07/20/2013,07/22/2013,46,45,9
,07/19/2013,07/21/2013,48,44,8
,07/18/2013,07/20/2013,48,44,8
,07/16/2013,07/19/2013,48,46,6
,07/15/2013,07/18/2013,47,47,6
,07/14/2013,07/16/2013,46,48,8
,07/13/2013,07/15/2013,45,48,7
,07/12/2013,07/14/2013,45,47,8
,07/11/2013,07/13/2013,46,46,8
,07/10/2013,07/12/2013,46,45,9
,07/09/2013,07/11/2013,46,47,7
,07/08/2013,07/10/2013,45,48,7
,07/07/2013,07/09/2013,47,47,6
,07/06/2013,07/08/2013,47,47,6
,07/05/2013,07/07/2013,46,48,6
,07/03/2013,07/06/2013,45,47,8
,07/02/2013,07/05/2013,46,45,9
,07/01/2013,07/03/2013,46,44,10
,06/30/2013,07/02/2013,46,46,8
,06/29/2013,07/01/2013,45,47,8
,06/28/2013,06/30/2013,45,48,7
,06/27/2013,06/29/2013,45,47,8
,06/26/2013,06/28/2013,48,45,7
,06/25/2013,06/27/2013,50,43,7
,06/24/2013,06/26/2013,50,43,7
,06/23/2013,06/25/2013,46,46,8
,06/22/2013,06/24/2013,45,47,8
,06/21/2013,06/23/2013,45,49,6
,06/20/2013,06/22/2013,46,46,8
,06/19/2013,06/21/2013,46,45,9
,06/18/2013,06/20/2013,47,45,8
,06/17/2013,06/19/2013,47,45,8
,06/16/2013,06/18/2013,47,44,9
,06/15/2013,06/17/2013,47,44,9
,06/14/2013,06/16/2013,47,44,9
,06/13/2013,06/15/2013,47,45,8
,06/12/2013,06/14/2013,48,44,8
,06/11/2013,06/13/2013,46,47,7
,06/10/2013,06/12/2013,46,47,7
,06/09/2013,06/11/2013,45,47,8
,06/08/2013,06/10/2013,47,44,9
,06/07/2013,06/09/2013,48,43,9
,06/06/2013,06/08/2013,48,44,8
,06/05/2013,06/07/2013,49,44,7
,06/04/2013,06/06/2013,47,46,7
,06/03/2013,06/05/2013,48,45,7
,06/02/2013,06/04/2013,47,45,8
,06/01/2013,06/03/2013,48,44,8
,05/31/2013,06/02/2013,47,44,9
,05/30/2013,06/01/2013,47,45,8
,05/29/2013,05/31/2013,48,44,8
,05/28/2013,05/30/2013,50,44,6
,05/27/2013,05/29/2013,49,44,7
,05/26/2013,05/28/2013,50,43,7
,05/25/2013,05/27/2013,48,45,7
,05/24/2013,05/26/2013,48,44,8
,05/23/2013,05/25/2013,47,45,8
,05/22/2013,05/24/2013,47,44,9
,05/21/2013,05/23/2013,49,43,8
,05/20/2013,05/22/2013,50,44,6
,05/19/2013,05/21/2013,50,44,6
,05/18/2013,05/20/2013,49,44,7
,05/17/2013,05/19/2013,49,44,7
,05/16/2013,05/18/2013,50,43,7
,05/15/2013,05/17/2013,51,42,7
,05/14/2013,05/16/2013,49,45,6
,05/13/2013,05/15/2013,48,46,6
,05/12/2013,05/14/2013,47,47,6
,05/11/2013,05/13/2013,49,45,6
,05/10/2013,05/12/2013,48,45,7
,05/09/2013,05/11/2013,49,44,7
,05/08/2013,05/10/2013,49,43,8
,05/07/2013,05/09/2013,50,43,7
,05/06/2013,05/08/2013,49,45,6
,05/05/2013,05/07/2013,51,45,4
,05/04/2013,05/06/2013,49,45,6
,05/03/2013,05/05/2013,50,45,5
,05/02/2013,05/04/2013,50,44,6
,05/01/2013,05/03/2013,51,43,6
,04/30/2013,05/02/2013,51,42,7
,04/29/2013,05/01/2013,50,43,7
,04/28/2013,04/30/2013,50,44,6
,04/27/2013,04/29/2013,49,44,7
,04/26/2013,04/28/2013,50,43,7
,04/25/2013,04/27/2013,50,42,8
,04/24/2013,04/26/2013,52,40,8
,04/23/2013,04/25/2013,50,43,7
,04/22/2013,04/24/2013,51,42,7
,04/21/2013,04/23/2013,48,45,7
,04/20/2013,04/22/2013,51,43,6
,04/19/2013,04/21/2013,50,43,7
,04/18/2013,04/20/2013,53,41,6
,04/17/2013,04/19/2013,51,42,7
,04/16/2013,04/18/2013,51,43,6
,04/15/2013,04/17/2013,49,43,8
,04/14/2013,04/16/2013,49,43,8
,04/13/2013,04/15/2013,50,43,7
,04/12/2013,04/14/2013,48,46,6
,04/11/2013,04/13/2013,48,46,6
,04/10/2013,04/12/2013,48,47,5
,04/09/2013,04/11/2013,50,45,5
,04/08/2013,04/10/2013,49,44,7
,04/07/2013,04/09/2013,49,43,8
,04/06/2013,04/08/2013,49,42,9
,04/05/2013,04/07/2013,48,44,8
,04/04/2013,04/06/2013,49,44,7
,04/03/2013,04/05/2013,48,46,6
,04/02/2013,04/04/2013,48,47,5
