President,Start Date,End Date,Approving,Disapproving,Unsure/NoData
,05/01/2011,05/03/2011,50,42,8
,04/30/2011,05/02/2011,47,44,9
,04/29/2011,05/01/2011,46,45,9
,04/28/2011,04/30/2011,46,46,8
,04/27/2011,04/29/2011,45,47,8
,04/26/2011,04/28/2011,43,49,8
,04/25/2011,04/27/2011,42,49,9
,04/23/2011,04/26/2011,43,48,9
,04/22/2011,04/25/2011,44,47,9
,04/21/2011,04/23/2011,44,46,10
,04/20/2011,04/22/2011,44,47,0
,04/19/2011,04/21/2011,44,47,9
,04/18/2011,04/20/2011,43,49,8
,04/17/2011,04/19/2011,42,49,9
,04/16/2011,04/18/2011,44,48,8
,04/15/2011,04/17/2011,44,47,9
,04/14/2011,04/16/2011,44,47,9
,04/13/2011,04/15/2011,41,49,8
,04/12/2011,04/14/2011,41,50,9
,04/11/2011,04/13/2011,42,50,8
,04/10/2011,04/12/2011,44,48,8
,04/09/2011,04/11/2011,46,46,8
,04/08/2011,04/10/2011,45,46,9
,04/07/2011,04/09/2011,45,46,9
,04/06/2011,04/08/2011,44,47,9
,04/05/2011,04/07/2011,45,47,8
,04/04/2011,04/06/2011,45,47,8
,04/03/2011,04/05/2011,45,45,10
,04/02/2011,04/04/2011,46,45,9
,04/01/2011,04/03/2011,46,45,9
,03/31/2011,04/02/2011,46,46,8
,03/30/2011,04/01/2011,46,45,9
,03/29/2011,03/31/2011,47,44,9
,03/28/2011,03/30/2011,49,43,8
,03/27/2011,03/29/2011,49,44,7
,03/26/2011,03/28/2011,48,45,7
,03/25/2011,03/27/2011,45,48,7
,03/24/2011,03/26/2011,46,46,8
,03/23/2011,03/25/2011,47,46,7
,03/22/2011,03/24/2011,46,46,8
,03/21/2011,03/23/2011,45,46,9
,03/20/2011,03/22/2011,45,46,9
,03/19/2011,03/21/2011,44,46,10
,03/18/2011,03/20/2011,46,44,10
,03/17/2011,03/19/2011,46,45,9
,03/16/2011,03/18/2011,49,43,8
,03/15/2011,03/17/2011,51,42,7
,03/14/2011,03/16/2011,50,43,7
,03/13/2011,03/15/2011,48,44,8
,03/11/2011,03/13/2011,46,44,10
,03/10/2011,03/12/2011,46,45,9
,03/09/2011,03/11/2011,49,43,8
,03/08/2011,03/10/2011,47,45,8
,03/07/2011,03/09/2011,47,45,8
,03/06/2011,03/08/2011,45,48,7
,03/05/2011,03/07/2011,46,46,8
,03/04/2011,03/06/2011,47,45,8
,03/03/2011,03/05/2011,47,45,8
,03/02/2011,03/04/2011,47,44,9
,03/01/2011,03/03/2011,45,46,9
,02/28/2011,03/02/2011,46,47,7
,02/27/2011,03/01/2011,45,46,9
,02/26/2011,02/28/2011,45,46,9
,02/25/2011,02/27/2011,47,44,9
,02/24/2011,02/26/2011,49,44,7
,02/23/2011,02/25/2011,50,42,8
,02/22/2011,02/24/2011,48,44,8
,02/21/2011,02/23/2011,46,46,8
,02/20/2011,02/22/2011,47,45,8
,02/19/2011,02/21/2011,46,45,9
,02/18/2011,02/20/2011,48,43,9
,02/17/2011,02/19/2011,48,44,8
,02/16/2011,02/18/2011,51,42,7
,02/15/2011,02/17/2011,49,43,8
,02/14/2011,02/16/2011,48,43,9
,02/13/2011,02/15/2011,46,46,8
,02/12/2011,02/14/2011,48,44,8
,02/11/2011,02/13/2011,49,43,8
,02/10/2011,02/12/2011,49,42,9
,02/09/2011,02/11/2011,48,44,8
,02/08/2011,02/10/2011,47,44,9
,02/07/2011,02/09/2011,48,44,8
,02/05/2011,02/08/2011,47,44,9
,02/04/2011,02/07/2011,46,45,9
,02/03/2011,02/05/2011,46,45,9
,02/02/2011,02/04/2011,45,47,8
,02/01/2011,02/03/2011,46,46,8
,01/31/2011,02/02/2011,48,45,7
,01/30/2011,02/01/2011,50,42,8
,01/29/2011,01/31/2011,50,41,9
,01/28/2011,01/30/2011,50,42,8
,01/27/2011,01/29/2011,50,41,9
,01/26/2011,01/28/2011,50,41,9
,01/25/2011,01/27/2011,49,41,10
,01/24/2011,01/26/2011,49,42,9
,01/23/2011,01/25/2011,49,43,8
,01/22/2011,01/24/2011,50,42,8
,01/21/2011,01/23/2011,50,42,8
,01/20/2011,01/22/2011,49,42,9
,01/19/2011,01/21/2011,51,41,8
,01/18/2011,01/20/2011,50,42,8
,01/17/2011,01/19/2011,51,42,7
,01/16/2011,01/18/2011,49,43,8
,01/15/2011,01/17/2011,50,42,8
,01/14/2011,01/16/2011,48,42,10
,01/13/2011,01/15/2011,49,42,9
,01/12/2011,01/14/2011,49,43,8
,01/11/2011,01/13/2011,49,43,8
,01/09/2011,01/12/2011,48,45,7
,01/08/2011,01/11/2011,48,44,8
,01/07/2011,01/09/2011,49,43,8
,01/06/2011,01/08/2011,48,43,9
,01/05/2011,01/07/2011,48,46,6
,01/04/2011,01/06/2011,46,48,6
,01/03/2011,01/05/2011,48,46,6
,01/02/2011,01/04/2011,49,45,6
,12/29/2010,01/03/2011,50,43,7
,12/28/2010,01/02/2011,50,42,8
,12/27/2010,12/29/2010,47,45,8
,12/26/2010,12/28/2010,47,46,7
,12/23/2010,12/27/2010,45,48,7
,12/22/2010,12/26/2010,46,46,8
,12/21/2010,12/23/2010,48,45,7
,12/20/2010,12/22/2010,49,45,6
,12/18/2010,12/20/2010,46,48,6
,12/17/2010,12/19/2010,46,45,9
,12/16/2010,12/18/2010,46,46,8
,12/15/2010,12/17/2010,46,45,9
,12/14/2010,12/16/2010,45,48,7
,12/13/2010,12/15/2010,45,46,9
,12/12/2010,12/14/2010,45,47,8
,12/11/2010,12/13/2010,46,45,9
,12/10/2010,12/12/2010,45,49,6
,12/09/2010,12/11/2010,46,47,7
,12/07/2010,12/10/2010,43,49,8
,12/06/2010,12/09/2010,45,47,8
,12/05/2010,12/07/2010,43,48,9
,12/04/2010,12/06/2010,46,47,7
,12/03/2010,12/05/2010,47,45,8
,12/02/2010,12/04/2010,48,43,9
,12/01/2010,12/03/2010,47,44,9
,11/29/2010,12/02/2010,45,47,8
,11/28/2010,12/01/2010,45,47,8
,11/27/2010,11/29/2010,47,45,8
,11/26/2010,11/28/2010,46,46,8
,11/24/2010,11/27/2010,45,47,8
,11/23/2010,11/26/2010,44,48,8
,11/22/2010,11/24/2010,44,48,8
,11/21/2010,11/23/2010,44,47,9
,11/20/2010,11/22/2010,46,46,8
,11/19/2010,11/21/2010,47,46,7
,11/17/2010,11/20/2010,46,47,7
,11/16/2010,11/19/2010,45,48,7
,11/15/2010,11/17/2010,46,47,7
,11/14/2010,11/16/2010,48,45,7
,11/13/2010,11/15/2010,48,45,7
,11/12/2010,11/14/2010,45,47,8
,11/11/2010,11/13/2010,43,49,8
,11/10/2010,11/12/2010,42,49,9
,11/09/2010,11/11/2010,43,49,8
,11/08/2010,11/10/2010,44,48,8
,11/07/2010,11/09/2010,44,48,8
,11/06/2010,11/08/2010,46,46,8
,11/05/2010,11/07/2010,47,46,7
,11/04/2010,11/06/2010,47,45,8
,11/03/2010,11/05/2010,45,47,8
,11/02/2010,11/04/2010,44,48,8
,11/01/2010,11/03/2010,44,49,7
,10/31/2010,11/02/2010,43,49,8
,10/30/2010,11/01/2010,44,48,8
,10/29/2010,10/31/2010,45,47,8
,10/28/2010,10/30/2010,47,47,6
,10/27/2010,10/29/2010,46,48,6
,10/26/2010,10/28/2010,46,48,6
,10/25/2010,10/27/2010,44,49,7
,10/24/2010,10/26/2010,44,48,8
,10/23/2010,10/25/2010,43,49,8
,10/22/2010,10/24/2010,43,48,9
,10/21/2010,10/23/2010,41,50,9
,10/20/2010,10/22/2010,43,48,9
,10/19/2010,10/21/2010,42,50,8
,10/18/2010,10/20/2010,46,46,8
,10/17/2010,10/19/2010,46,46,8
,10/16/2010,10/18/2010,48,44,8
,10/15/2010,10/17/2010,46,46,8
,10/14/2010,10/16/2010,44,48,8
,10/13/2010,10/15/2010,43,48,9
,10/12/2010,10/14/2010,44,48,8
,10/11/2010,10/13/2010,45,47,8
,10/10/2010,10/12/2010,45,48,7
,10/09/2010,10/11/2010,46,47,7
,10/08/2010,10/10/2010,46,48,6
,10/06/2010,10/09/2010,48,46,6
,10/05/2010,10/08/2010,47,46,7
,10/04/2010,10/06/2010,46,48,6
,10/03/2010,10/05/2010,43,50,7
,10/02/2010,10/04/2010,45,48,7
,10/01/2010,10/03/2010,46,48,6
,09/30/2010,10/02/2010,46,46,8
,09/29/2010,10/01/2010,46,46,8
,09/28/2010,09/30/2010,46,46,8
,09/27/2010,09/29/2010,47,47,6
,09/26/2010,09/28/2010,45,49,6
,09/25/2010,09/27/2010,45,49,6
,09/24/2010,09/26/2010,44,49,7
,09/23/2010,09/25/2010,44,49,7
,09/22/2010,09/24/2010,44,48,8
,09/21/2010,09/23/2010,44,48,8
,09/20/2010,09/22/2010,44,47,9
,09/19/2010,09/21/2010,43,48,9
,09/18/2010,09/20/2010,45,46,9
,09/17/2010,09/19/2010,47,46,7
,09/16/2010,09/18/2010,47,46,7
,09/15/2010,09/17/2010,45,49,6
,09/14/2010,09/16/2010,45,48,7
,09/13/2010,09/15/2010,45,48,7
,09/12/2010,09/14/2010,46,47,7
,09/11/2010,09/13/2010,47,46,7
,09/10/2010,09/12/2010,46,46,8
,09/09/2010,09/11/2010,46,46,8
,09/08/2010,09/10/2010,44,48,8
,09/07/2010,09/09/2010,45,47,8
,09/06/2010,09/08/2010,46,46,8
,09/05/2010,09/07/2010,45,47,8
,09/04/2010,09/06/2010,46,47,7
,09/03/2010,09/05/2010,44,49,7
,09/02/2010,09/04/2010,45,48,7
,09/01/2010,09/03/2010,43,49,8
,08/31/2010,09/02/2010,46,46,8
,08/30/2010,09/01/2010,46,45,9
,08/29/2010,08/31/2010,47,45,8
,08/28/2010,08/30/2010,45,47,8
,08/27/2010,08/29/2010,43,49,8
,08/26/2010,08/28/2010,43,49,8
,08/25/2010,08/27/2010,44,48,8
,08/24/2010,08/26/2010,44,49,7
,08/23/2010,08/25/2010,43,50,7
,08/22/2010,08/24/2010,42,51,7
,08/21/2010,08/23/2010,45,50,5
,08/20/2010,08/22/2010,44,49,7
,08/19/2010,08/21/2010,44,49,7
,08/18/2010,08/20/2010,43,50,7
,08/17/2010,08/19/2010,42,51,7
,08/16/2010,08/18/2010,41,52,7
,08/15/2010,08/17/2010,41,52,7
,08/14/2010,08/16/2010,42,51,7
,08/13/2010,08/15/2010,42,50,8
,08/12/2010,08/14/2010,42,49,9
,08/11/2010,08/13/2010,43,48,9
,08/10/2010,08/12/2010,44,48,8
,08/09/2010,08/11/2010,46,47,7
,08/08/2010,08/10/2010,45,48,7
,08/07/2010,08/09/2010,46,47,7
,08/06/2010,08/08/2010,45,48,7
,08/05/2010,08/07/2010,47,46,7
,08/04/2010,08/06/2010,46,47,7
,08/03/2010,08/05/2010,45,49,6
,08/02/2010,08/04/2010,45,48,7
,08/01/2010,08/03/2010,44,48,8
,07/31/2010,08/02/2010,45,46,9
,07/30/2010,08/01/2010,45,47,8
,07/29/2010,07/31/2010,44,47,9
,07/28/2010,07/30/2010,46,47,7
,07/27/2010,07/29/2010,45,47,8
,07/26/2010,07/28/2010,46,47,7
,07/25/2010,07/27/2010,45,49,6
,07/24/2010,07/26/2010,45,48,7
,07/23/2010,07/25/2010,46,47,7
,07/22/2010,07/24/2010,44,47,9
,07/21/2010,07/23/2010,44,47,9
,07/20/2010,07/22/2010,44,48,8
,07/19/2010,07/21/2010,46,46,8
,07/18/2010,07/20/2010,46,47,7
,07/17/2010,07/19/2010,47,45,8
,07/16/2010,07/18/2010,48,44,8
,07/15/2010,07/17/2010,49,44,7
,07/14/2010,07/16/2010,47,45,8
,07/13/2010,07/15/2010,44,48,8
,07/12/2010,07/14/2010,44,48,8
,07/11/2010,07/13/2010,45,47,8
,07/10/2010,07/12/2010,48,45,7
,07/09/2010,07/11/2010,47,46,7
,07/08/2010,07/10/2010,47,46,7
,07/07/2010,07/09/2010,46,47,7
,07/06/2010,07/08/2010,45,48,7
,07/05/2010,07/07/2010,44,48,8
,07/03/2010,07/06/2010,44,46,10
,07/02/2010,07/05/2010,44,46,10
,07/01/2010,07/03/2010,46,45,9
,06/30/2010,07/02/2010,47,46,7
,06/29/2010,07/01/2010,49,44,7
,06/28/2010,06/30/2010,47,45,8
,06/27/2010,06/29/2010,46,45,9
,06/26/2010,06/28/2010,46,45,9
,06/25/2010,06/27/2010,46,46,8
,06/24/2010,06/26/2010,45,46,9
,06/23/2010,06/25/2010,46,46,8
,06/22/2010,06/24/2010,45,45,10
,06/21/2010,06/23/2010,45,46,9
,06/20/2010,06/22/2010,45,46,9
,06/19/2010,06/21/2010,48,45,7
,06/18/2010,06/20/2010,49,44,7
,06/17/2010,06/19/2010,48,45,7
,06/16/2010,06/18/2010,45,46,9
,06/15/2010,06/17/2010,45,46,9
,06/14/2010,06/16/2010,46,44,10
,06/13/2010,06/15/2010,49,43,8
,06/12/2010,06/14/2010,49,44,7
,06/11/2010,06/13/2010,48,45,7
,06/10/2010,06/12/2010,46,46,8
,06/09/2010,06/11/2010,44,48,8
,06/08/2010,06/10/2010,45,48,7
,06/07/2010,06/09/2010,44,48,8
,06/06/2010,06/08/2010,47,45,8
,06/05/2010,06/07/2010,45,46,9
,06/04/2010,06/06/2010,47,44,9
,06/03/2010,06/05/2010,45,47,8
,06/02/2010,06/04/2010,46,47,7
,06/01/2010,06/03/2010,48,45,7
,05/30/2010,06/02/2010,49,45,6
,05/29/2010,06/01/2010,50,44,6
,05/28/2010,05/30/2010,47,46,7
,05/27/2010,05/29/2010,46,45,9
,05/26/2010,05/28/2010,45,47,8
,05/25/2010,05/27/2010,45,47,8
,05/24/2010,05/26/2010,46,47,7
,05/23/2010,05/25/2010,47,45,8
,05/22/2010,05/24/2010,48,44,8
,05/21/2010,05/23/2010,48,45,7
,05/19/2010,05/22/2010,48,45,7
,05/18/2010,05/20/2010,49,45,6
,05/17/2010,05/19/2010,48,44,8
,05/16/2010,05/18/2010,49,45,6
,05/15/2010,05/17/2010,46,46,8
,05/14/2010,05/16/2010,47,46,7
,05/13/2010,05/15/2010,48,44,8
,05/12/2010,05/14/2010,51,42,7
,05/11/2010,05/13/2010,52,41,7
,05/10/2010,05/12/2010,51,42,7
,05/09/2010,05/11/2010,49,43,8
,05/08/2010,05/10/2010,51,42,7
,05/07/2010,05/09/2010,50,43,7
,05/06/2010,05/08/2010,50,43,7
,05/05/2010,05/07/2010,49,43,8
,05/04/2010,05/06/2010,48,43,9
,05/03/2010,05/05/2010,50,42,8
,05/02/2010,05/04/2010,50,43,7
,05/01/2010,05/03/2010,50,45,5
,04/30/2010,05/02/2010,47,47,6
,04/29/2010,05/01/2010,47,46,7
,04/28/2010,04/30/2010,49,44,7
,04/27/2010,04/29/2010,49,45,6
,04/25/2010,04/27/2010,49,44,7
,04/24/2010,04/26/2010,51,42,7
,04/23/2010,04/25/2010,51,42,7
,04/22/2010,04/24/2010,50,43,7
,04/21/2010,04/23/2010,49,42,9
,04/20/2010,04/22/2010,50,42,8
,04/19/2010,04/21/2010,49,43,8
,04/18/2010,04/20/2010,49,45,6
,04/17/2010,04/19/2010,49,45,6
,04/16/2010,04/18/2010,48,46,6
,04/15/2010,04/17/2010,47,46,7
,04/14/2010,04/16/2010,46,46,8
,04/13/2010,04/15/2010,49,44,7
,04/12/2010,04/14/2010,49,45,6
,04/11/2010,04/13/2010,49,45,6
,04/10/2010,04/12/2010,46,46,8
,04/09/2010,04/11/2010,45,48,7
,04/08/2010,04/10/2010,45,48,7
,04/07/2010,04/09/2010,47,48,5
,04/06/2010,04/08/2010,49,46,5
,04/05/2010,04/07/2010,49,46,5
,04/03/2010,04/06/2010,50,45,5
,04/02/2010,04/05/2010,49,46,5
,04/01/2010,04/03/2010,48,46,6
,03/31/2010,04/02/2010,48,45,7
,03/30/2010,04/01/2010,50,43,7
,03/29/2010,03/31/2010,50,42,8
,03/28/2010,03/30/2010,50,43,7
,03/27/2010,03/29/2010,48,44,8
,03/26/2010,03/28/2010,48,46,6
,03/25/2010,03/27/2010,46,46,8
,03/24/2010,03/26/2010,48,45,7
,03/23/2010,03/25/2010,50,44,6
,03/22/2010,03/24/2010,51,42,7
,03/21/2010,03/23/2010,50,44,6
,03/20/2010,03/22/2010,51,43,6
,03/18/2010,03/21/2010,50,43,7
,03/17/2010,03/20/2010,50,43,7
,03/16/2010,03/18/2010,47,47,6
,03/15/2010,03/17/2010,46,48,6
,03/14/2010,03/16/2010,46,47,7
,03/13/2010,03/15/2010,48,44,8
,03/12/2010,03/14/2010,49,44,7
,03/11/2010,03/13/2010,49,44,7
,03/10/2010,03/12/2010,47,44,9
,03/09/2010,03/11/2010,46,45,9
,03/08/2010,03/10/2010,46,45,9
,03/07/2010,03/09/2010,48,44,8
,03/06/2010,03/08/2010,49,43,8
,03/05/2010,03/07/2010,49,44,7
,03/04/2010,03/06/2010,48,46,6
,03/03/2010,03/05/2010,47,46,7
,03/02/2010,03/04/2010,50,44,6
,03/01/2010,03/03/2010,50,43,7
,02/28/2010,03/02/2010,52,41,7
,02/27/2010,03/01/2010,50,43,7
,02/26/2010,02/28/2010,50,44,6
,02/25/2010,02/27/2010,50,45,5
,02/24/2010,02/26/2010,49,45,6
,02/23/2010,02/25/2010,50,42,8
,02/22/2010,02/24/2010,50,42,8
,02/21/2010,02/23/2010,51,43,6
,02/20/2010,02/22/2010,51,43,6
,02/19/2010,02/21/2010,49,43,8
,02/18/2010,02/20/2010,48,45,7
,02/17/2010,02/19/2010,48,45,7
,02/16/2010,02/18/2010,48,44,8
,02/15/2010,02/17/2010,51,41,8
,02/14/2010,02/16/2010,50,41,9
,02/13/2010,02/15/2010,52,41,7
,02/12/2010,02/14/2010,53,40,7
,02/11/2010,02/13/2010,53,40,7
,02/10/2010,02/12/2010,52,41,7
,02/09/2010,02/11/2010,51,42,7
,02/08/2010,02/10/2010,50,43,7
,02/07/2010,02/09/2010,51,41,8
,02/06/2010,02/08/2010,50,41,9
,02/05/2010,02/07/2010,51,41,8
,02/04/2010,02/06/2010,49,44,7
,02/03/2010,02/05/2010,50,43,7
,02/02/2010,02/04/2010,49,44,7
,02/01/2010,02/03/2010,50,44,6
,01/31/2010,02/02/2010,51,42,7
,01/30/2010,02/01/2010,51,42,7
,01/29/2010,01/31/2010,50,44,6
,01/28/2010,01/30/2010,48,46,6
,01/27/2010,01/29/2010,47,47,6
,01/26/2010,01/28/2010,48,45,7
,01/25/2010,01/27/2010,47,46,7
,01/24/2010,01/26/2010,48,46,6
,01/23/2010,01/25/2010,48,47,5
,01/22/2010,01/24/2010,48,47,5
,01/21/2010,01/23/2010,48,47,5
,01/20/2010,01/22/2010,47,47,6
,01/19/2010,01/21/2010,49,45,6
,01/18/2010,01/20/2010,49,44,7
,01/17/2010,01/19/2010,50,43,7
,01/16/2010,01/18/2010,50,43,7
,01/15/2010,01/17/2010,50,43,7
,01/14/2010,01/16/2010,50,42,8
,01/13/2010,01/15/2010,49,44,7
,01/12/2010,01/14/2010,49,45,6
,01/11/2010,01/13/2010,50,43,7
,01/10/2010,01/12/2010,50,42,8
,01/09/2010,01/11/2010,50,42,8
,01/08/2010,01/10/2010,49,44,7
,01/07/2010,01/09/2010,50,43,7
,01/06/2010,01/08/2010,52,41,7
,01/05/2010,01/07/2010,52,41,7
,01/04/2010,01/06/2010,52,42,6
,01/03/2010,01/05/2010,51,44,5
,01/02/2010,01/04/2010,50,44,6
,12/30/2009,01/03/2010,49,44,7
,12/29/2009,01/02/2010,51,43,7
,12/28/2009,12/30/2009,51,42,7
,12/27/2009,12/29/2009,53,41,6
,12/23/2009,12/28/2009,52,41,7
,12/22/2009,12/27/2009,51,43,6
,12/21/2009,12/23/2009,51,42,7
,12/20/2009,12/22/2009,50,44,6
,12/19/2009,12/21/2009,51,43,6
,12/18/2009,12/20/2009,49,46,5
,12/17/2009,12/19/2009,50,44,6
,12/16/2009,12/18/2009,50,43,7
,12/15/2009,12/17/2009,52,40,8
,12/14/2009,12/16/2009,51,41,8
,12/13/2009,12/15/2009,49,41,10
,12/12/2009,12/14/2009,48,42,10
,12/11/2009,12/13/2009,48,42,10
,12/10/2009,12/12/2009,48,43,9
,12/07/2009,12/11/2009,50,44,6
,12/06/2009,12/10/2009,50,44,6
,12/05/2009,12/07/2009,50,45,5
,12/04/2009,12/06/2009,47,46,7
,12/03/2009,12/05/2009,49,44,7
,12/02/2009,12/04/2009,52,41,7
,12/01/2009,12/03/2009,52,41,7
,11/30/2009,12/02/2009,51,42,7
,11/29/2009,12/01/2009,49,44,7
,11/28/2009,11/30/2009,51,42,7
,11/27/2009,11/29/2009,51,41,8
,11/25/2009,11/28/2009,51,41,8
,11/24/2009,11/27/2009,49,42,9
,11/23/2009,11/25/2009,49,44,7
,11/22/2009,11/24/2009,49,44,7
,11/21/2009,11/23/2009,49,44,7
,11/20/2009,11/22/2009,49,44,7
,11/19/2009,11/21/2009,48,44,8
,11/18/2009,11/20/2009,49,44,7
,11/17/2009,11/19/2009,49,44,7
,11/16/2009,11/18/2009,50,44,6
,11/15/2009,11/17/2009,50,42,8
,11/14/2009,11/16/2009,50,42,8
,11/13/2009,11/15/2009,53,38,9
,11/12/2009,11/14/2009,53,39,8
,11/11/2009,11/13/2009,54,38,8
,11/10/2009,11/12/2009,52,41,7
,11/09/2009,11/11/2009,53,41,6
,11/08/2009,11/10/2009,51,42,7
,11/07/2009,11/09/2009,54,39,7
,11/06/2009,11/08/2009,53,41,6
,11/05/2009,11/07/2009,54,41,5
,11/04/2009,11/06/2009,52,42,6
,11/03/2009,11/05/2009,52,42,6
,11/02/2009,11/04/2009,52,42,6
,11/01/2009,11/03/2009,50,43,7
,10/31/2009,11/02/2009,50,41,9
,10/30/2009,11/01/2009,53,39,8
,10/29/2009,10/31/2009,55,38,7
,10/28/2009,10/30/2009,55,40,5
,10/27/2009,10/29/2009,53,40,7
,10/26/2009,10/28/2009,51,43,6
,10/25/2009,10/27/2009,51,42,7
,10/24/2009,10/26/2009,51,41,8
,10/23/2009,10/25/2009,52,38,10
,10/22/2009,10/24/2009,55,38,7
,10/21/2009,10/23/2009,54,38,8
,10/20/2009,10/22/2009,54,39,7
,10/19/2009,10/21/2009,51,41,8
,10/18/2009,10/20/2009,50,42,8
,10/17/2009,10/19/2009,50,43,7
,10/16/2009,10/18/2009,51,42,7
,10/15/2009,10/17/2009,53,41,6
,10/14/2009,10/16/2009,54,40,6
,10/13/2009,10/15/2009,52,42,6
,10/12/2009,10/14/2009,53,40,7
,10/11/2009,10/13/2009,52,39,9
,10/10/2009,10/12/2009,56,36,8
,10/09/2009,10/11/2009,56,36,8
,10/08/2009,10/10/2009,56,37,7
,10/07/2009,10/09/2009,54,38,8
,10/06/2009,10/08/2009,53,40,7
,10/05/2009,10/07/2009,53,40,7
,10/04/2009,10/06/2009,51,42,7
,10/03/2009,10/05/2009,50,43,7
,10/02/2009,10/04/2009,51,42,7
,10/01/2009,10/03/2009,52,41,7
,09/30/2009,10/02/2009,53,40,7
,09/29/2009,10/01/2009,54,38,8
,09/28/2009,09/30/2009,54,38,8
,09/27/2009,09/29/2009,53,38,9
,09/26/2009,09/28/2009,52,39,9
,09/25/2009,09/27/2009,51,40,9
,09/24/2009,09/26/2009,51,41,8
,09/23/2009,09/25/2009,52,41,7
,09/22/2009,09/24/2009,50,42,8
,09/21/2009,09/23/2009,51,42,7
,09/20/2009,09/22/2009,51,41,8
,09/19/2009,09/21/2009,53,39,8
,09/18/2009,09/20/2009,53,40,7
,09/17/2009,09/19/2009,52,42,6
,09/15/2009,09/18/2009,52,42,6
,09/14/2009,09/17/2009,51,42,7
,09/13/2009,09/15/2009,51,41,8
,09/12/2009,09/14/2009,52,41,7
,09/11/2009,09/13/2009,53,40,7
,09/10/2009,09/12/2009,53,40,7
,09/09/2009,09/11/2009,52,41,7
,09/08/2009,09/10/2009,51,42,7
,09/06/2009,09/09/2009,51,42,7
,09/05/2009,09/08/2009,51,41,8
,09/04/2009,09/06/2009,51,41,8
,09/03/2009,09/05/2009,52,41,7
,09/02/2009,09/04/2009,53,40,7
,09/01/2009,09/03/2009,55,38,7
,08/31/2009,09/02/2009,55,39,6
,08/30/2009,09/01/2009,54,40,6
,08/29/2009,08/31/2009,52,42,6
,08/28/2009,08/30/2009,51,42,7
,08/27/2009,08/29/2009,50,42,8
,08/26/2009,08/28/2009,50,42,8
,08/25/2009,08/27/2009,50,43,7
,08/24/2009,08/26/2009,50,43,7
,08/23/2009,08/25/2009,51,44,5
,08/22/2009,08/24/2009,51,42,7
,08/21/2009,08/23/2009,52,40,8
,08/20/2009,08/22/2009,54,38,8
,08/19/2009,08/21/2009,53,40,7
,08/18/2009,08/20/2009,53,40,7
,08/17/2009,08/19/2009,51,42,7
,08/16/2009,08/18/2009,51,41,8
,08/15/2009,08/17/2009,52,42,6
,08/14/2009,08/16/2009,53,40,7
,08/13/2009,08/15/2009,54,39,7
,08/12/2009,08/14/2009,55,37,8
,08/11/2009,08/13/2009,54,39,7
,08/10/2009,08/12/2009,53,40,7
,08/09/2009,08/11/2009,53,40,7
,08/08/2009,08/10/2009,54,40,6
,08/07/2009,08/09/2009,55,38,7
,08/06/2009,08/08/2009,55,38,7
,08/05/2009,08/07/2009,58,36,6
,08/04/2009,08/06/2009,58,36,6
,08/03/2009,08/05/2009,56,37,7
,08/02/2009,08/04/2009,56,37,7
,08/01/2009,08/03/2009,55,38,7
,07/31/2009,08/02/2009,56,38,6
,07/30/2009,08/01/2009,55,39,6
,07/29/2009,07/31/2009,56,38,6
,07/28/2009,07/30/2009,54,40,6
,07/27/2009,07/29/2009,52,41,7
,07/26/2009,07/28/2009,53,39,8
,07/25/2009,07/27/2009,54,37,9
,07/24/2009,07/26/2009,56,36,8
,07/23/2009,07/25/2009,56,37,7
,07/22/2009,07/24/2009,55,39,6
,07/21/2009,07/23/2009,56,39,5
,07/20/2009,07/22/2009,55,39,6
,07/19/2009,07/21/2009,57,36,7
,07/18/2009,07/20/2009,59,34,7
,07/17/2009,07/19/2009,61,32,7
,07/16/2009,07/18/2009,60,33,7
,07/15/2009,07/17/2009,60,33,7
,07/14/2009,07/16/2009,58,36,6
,07/13/2009,07/15/2009,58,34,8
,07/12/2009,07/14/2009,59,33,8
,07/11/2009,07/13/2009,60,32,8
,07/10/2009,07/12/2009,59,33,8
,07/09/2009,07/11/2009,58,35,7
,07/08/2009,07/10/2009,58,35,7
,07/07/2009,07/09/2009,58,36,6
,07/06/2009,07/08/2009,57,36,7
,07/05/2009,07/07/2009,56,36,8
,07/03/2009,07/06/2009,58,35,7
,07/02/2009,07/05/2009,59,34,7
,07/01/2009,07/03/2009,60,33,7
,06/30/2009,07/02/2009,62,31,7
,06/29/2009,07/01/2009,61,30,9
,06/28/2009,06/30/2009,63,30,7
,06/27/2009,06/29/2009,60,32,8
,06/26/2009,06/28/2009,59,34,7
,06/25/2009,06/27/2009,57,35,8
,06/24/2009,06/26/2009,59,33,8
,06/23/2009,06/25/2009,59,33,8
,06/22/2009,06/24/2009,61,32,7
,06/21/2009,06/23/2009,60,34,6
,06/20/2009,06/22/2009,60,33,7
,06/18/2009,06/21/2009,57,35,8
,06/17/2009,06/20/2009,57,35,8
,06/16/2009,06/18/2009,58,33,9
,06/15/2009,06/17/2009,61,32,7
,06/14/2009,06/16/2009,61,32,7
,06/13/2009,06/15/2009,62,30,8
,06/12/2009,06/14/2009,61,31,8
,06/11/2009,06/13/2009,62,30,8
,06/10/2009,06/12/2009,63,29,8
,06/09/2009,06/11/2009,61,31,8
,06/08/2009,06/10/2009,60,33,7
,06/07/2009,06/09/2009,59,34,7
,06/06/2009,06/08/2009,61,34,5
,06/05/2009,06/07/2009,62,32,6
,06/04/2009,06/06/2009,62,32,6
,06/03/2009,06/05/2009,62,31,7
